Posizione	Nome utente	Risposte date	Punteggio	Datetime
411	pippol	43	800909.808	2014-04-09T18:01:05.460862
412	Mick79	43	800536.088	2014-04-09T18:01:05.460862
413	adriano	43	800236.827	2014-04-09T18:01:05.460862
414	ange	43	800136.057	2014-04-09T18:01:05.460862
415	graizzaro	43	799971.942	2014-04-09T18:01:05.460862
416	dezinho	43	799925.116	2014-04-09T18:01:05.460862
417	Mico54	43	799745.204	2014-04-09T18:01:05.460862
418	giorgio0609	43	799312.963	2014-04-09T18:01:05.460862
419	Valerio7342	43	798857.202	2014-04-09T18:01:05.460862
420	Supermiki	43	798728.4	2014-04-09T18:01:05.460862
421	farfromhere	43	798726.391	2014-04-09T18:01:05.460862
422	martina.physics	43	798371.184	2014-04-09T18:01:05.460862
423	carlo76	43	798321.765	2014-04-09T18:01:05.460862
424	Giorgio902	43	798260.499	2014-04-09T18:01:05.460862
425	kls61	43	797603.949	2014-04-09T18:01:05.460862
426	batcade47	43	797561.693	2014-04-09T18:01:05.460862
427	g.schgor	43	797330.194	2014-04-09T18:01:05.460862
428	pixooo	43	797203.772	2014-04-09T18:01:05.460862
429	Sebmai	43	796673.32	2014-04-09T18:01:05.460862
430	cascavilla	43	796458.343	2014-04-09T18:01:05.460862
431	AsgardG	43	796121.278	2014-04-09T18:01:05.460862
432	chiaramodi	42	795128.96	2014-04-09T18:01:05.460862
433	stoupa09	41	795019.589	2014-04-09T18:01:05.460862
434	ciccigno	43	794999.194	2014-04-09T18:01:05.460862
435	Lazzarettians	43	794889.663	2014-04-09T18:01:05.460862
436	pico	43	793982.31	2014-04-09T18:01:05.460862
437	dfandrea	43	793769.844	2014-04-09T18:01:05.460862
438	cirillo	43	792722.814	2014-04-09T18:01:05.460862
439	Sirol	43	792663.605	2014-04-09T18:01:05.460862
440	itam	43	792628.255	2014-04-09T18:01:05.460862
441	c000	43	792604.67	2014-04-09T18:01:05.460862
442	Alban3s3	43	792554.673	2014-04-09T18:01:05.460862
443	Shukishi	43	791965.965	2014-04-09T18:01:05.460862
444	Manu4	43	791803.629	2014-04-09T18:01:05.460862
445	stic	43	791246.521	2014-04-09T18:01:05.460862
446	Enogard	43	789689.543	2014-04-09T18:01:05.460862
447	cettyna2009	43	789064.187	2014-04-09T18:01:05.460862
448	Kikko19	43	789056.539	2014-04-09T18:01:05.460862
449	indiana	43	788848.198	2014-04-09T18:01:05.460862
450	tittipastore	43	787743.318	2014-04-09T18:01:05.460862
451	pavonereale	43	786980.988	2014-04-09T18:01:05.460862
452	alby2001	43	786313.947	2014-04-09T18:01:05.460862
453	pennapiro	43	786085.778	2014-04-09T18:01:05.460862
454	martinella	43	785646.689	2014-04-09T18:01:05.460862
455	silviagbel	43	784947.44	2014-04-09T18:01:05.460862
456	trizio93	41	784576.934	2014-04-09T18:01:05.460862
457	Seby_Magic	43	784563.946	2014-04-09T18:01:05.460862
458	Känguru	43	783914.068	2014-04-09T18:01:05.460862
459	diego@65	43	783119.423	2014-04-09T18:01:05.460862
460	1paola	43	783027.455	2014-04-09T18:01:05.460862
461	chimil	43	782959.089	2014-04-09T18:01:05.460862
462	Alpe	43	782540.705	2014-04-09T18:01:05.460862
463	gianninapoddighe	43	782489.443	2014-04-09T18:01:05.460862
464	Udx	43	781779.423	2014-04-09T18:01:05.460862
465	matrix10	43	781415.075	2014-04-09T18:01:05.460862
466	darioc	43	781063.636	2014-04-09T18:01:05.460862
467	Cata91	43	780906.047	2014-04-09T18:01:05.460862
468	fcafass78	43	778871.102	2014-04-09T18:01:05.460862
469	Robby	43	778795.648	2014-04-09T18:01:05.460862
470	mipiacelamatematica	42	778593.307	2014-04-09T18:01:05.460862
471	Verdechiaro	42	777561.275	2014-04-09T18:01:05.460862
472	sgueglia	41	776726.271	2014-04-09T18:01:05.460862
473	Cozzani	43	776434.911	2014-04-09T18:01:05.460862
474	p123	43	776103.39	2014-04-09T18:01:05.460862
475	D Auria	42	775524.106	2014-04-09T18:01:05.460862
476	fcsale	42	774535.266	2014-04-09T18:01:05.460862
477	sarako1	43	774446.798	2014-04-09T18:01:05.460862
478	MenoInfinito	43	773723.177	2014-04-09T18:01:05.460862
479	diebarbi	43	773625.735	2014-04-09T18:01:05.460862
480	doremifa	43	773530.463	2014-04-09T18:01:05.460862
481	Giomath	43	773102.925	2014-04-09T18:01:05.460862
482	Skylarry	43	772823.216	2014-04-09T18:01:05.460862
483	mario.cappellato	43	772736.502	2014-04-09T18:01:05.460862
484	robyro	43	772535.024	2014-04-09T18:01:05.460862
485	samlu	43	771051.097	2014-04-09T18:01:05.460862
486	davide1705	43	770781.005	2014-04-09T18:01:05.460862
487	mammama	43	770466.137	2014-04-09T18:01:05.460862
488	ptempest	43	770008.379	2014-04-09T18:01:05.460862
489	sorén	43	769691.702	2014-04-09T18:01:05.460862
490	dino.dp	43	769648.114	2014-04-09T18:01:05.460862
491	mimmo72	41	768946.897	2014-04-09T18:01:05.460862
492	clara.rondinini	43	768575.109	2014-04-09T18:01:05.460862
493	downup	43	767908.659	2014-04-09T18:01:05.460862
494	paolafaby	43	767480.088	2014-04-09T18:01:05.460862
495	oxyz	42	767349.681	2014-04-09T18:01:05.460862
496	Aur	43	767050.937	2014-04-09T18:01:05.460862
497	Modotti	43	767035.391	2014-04-09T18:01:05.460862
498	lucafranceschini	43	766792.006	2014-04-09T18:01:05.460862
499	Sandro	43	766355.053	2014-04-09T18:01:05.460862
500	Taina	40	765334.631	2014-04-09T18:01:05.460862
501	nicole64	43	765011.769	2014-04-09T18:01:05.460862
502	consuela	41	764861.259	2014-04-09T18:01:05.460862
503	Geppo	43	764780.978	2014-04-09T18:01:05.460862
504	Pi Greco	43	764380.937	2014-04-09T18:01:05.460862
505	cujobuzet	43	764072.957	2014-04-09T18:01:05.460862
506	Clostri	43	763326.876	2014-04-09T18:01:05.460862
507	CAAF	43	763198.45	2014-04-09T18:01:05.460862
508	masconti	43	763126.911	2014-04-09T18:01:05.460862
509	NikiR	43	762096.626	2014-04-09T18:01:05.460862
510	Kni	43	761005.447	2014-04-09T18:01:05.460862
511	Il Capitano	43	760539.041	2014-04-09T18:01:05.460862
512	miko	41	760255.017	2014-04-09T18:01:05.460862
513	archimedepitagorico	43	759402.622	2014-04-09T18:01:05.460862
514	oidualc	43	756263.809	2014-04-09T18:01:05.460862
515	giancarla	42	755727.142	2014-04-09T18:01:05.460862
516	katyanin0	43	754755.156	2014-04-09T18:01:05.460862
517	Crowfrog	43	754316.538	2014-04-09T18:01:05.460862
518	ema1979	41	754073.926	2014-04-09T18:01:05.460862
519	maggie89	43	753009.364	2014-04-09T18:01:05.460862
520	phydelia	43	752927.096	2014-04-09T18:01:05.460862
521	BlackTazz	41	752598.9	2014-04-09T18:01:05.460862
522	MRBORRY	42	752563.756	2014-04-09T18:01:05.460862
523	ivan jojo	43	752392.536	2014-04-09T18:01:05.460862
524	renzirenzi	43	751465.899	2014-04-09T18:01:05.460862
525	FMuller	43	751414.926	2014-04-09T18:01:05.460862
526	ivanele	43	750641.544	2014-04-09T18:01:05.460862
527	kilikion	42	749920.804	2014-04-09T18:01:05.460862
528	claudio61	43	749900.908	2014-04-09T18:01:05.460862
529	gasa60	43	749567.415	2014-04-09T18:01:05.460862
530	luchius	43	749521.344	2014-04-09T18:01:05.460862
531	fampau	41	749312.88	2014-04-09T18:01:05.460862
532	mcostanzo	43	748915.812	2014-04-09T18:01:05.460862
533	Diablo	43	748517.939	2014-04-09T18:01:05.460862
534	Fiorellino123	43	747634.981	2014-04-09T18:01:05.460862
535	an1	43	746492.634	2014-04-09T18:01:05.460862
536	b.andrew	43	745580.245	2014-04-09T18:01:05.460862
537	albertoc	43	743273.928	2014-04-09T18:01:05.460862
538	Speello	40	743209.134	2014-04-09T18:01:05.460862
539	Lenzi	41	742630.789	2014-04-09T18:01:05.460862
540	sherin	43	741690.009	2014-04-09T18:01:05.460862
541	marcolombardi	43	740665.189	2014-04-09T18:01:05.460862
542	andreazubani	43	740558.06	2014-04-09T18:01:05.460862
543	tetreb	43	740100.366	2014-04-09T18:01:05.460862
544	provareprovare	43	740086.631	2014-04-09T18:01:05.460862
545	Augusta	43	739801.138	2014-04-09T18:01:05.460862
546	pierabbi	43	739733.169	2014-04-09T18:01:05.460862
547	luca82xx	43	737956.8	2014-04-09T18:01:05.460862
548	Francis18	43	737459.754	2014-04-09T18:01:05.460862
549	Giomi	42	735743.554	2014-04-09T18:01:05.460862
550	docmath06	43	735493.448	2014-04-09T18:01:05.460862
551	mapt82	43	734622.7	2014-04-09T18:01:05.460862
552	melusina89	41	734477.789	2014-04-09T18:01:05.460862
553	petritoli	41	734040.096	2014-04-09T18:01:05.460862
554	Bertero	43	733234.201	2014-04-09T18:01:05.460862
555	guardons	43	732860.066	2014-04-09T18:01:05.460862
556	federicav	43	732714.464	2014-04-09T18:01:05.460862
557	lliissaa82	43	730292.019	2014-04-09T18:01:05.460862
558	nacaal	40	729738.985	2014-04-09T18:01:05.460862
559	Rigelina	40	729630.471	2014-04-09T18:01:05.460862
560	pavel	43	729499.964	2014-04-09T18:01:05.460862
561	SirDalla	41	728144.945	2014-04-09T18:01:05.460862
562	alisa95	40	728136.475	2014-04-09T18:01:05.460862
563	Dionysus	43	727654.381	2014-04-09T18:01:05.460862
564	axl86	43	727040.159	2014-04-09T18:01:05.460862
565	moki1307	43	725901.764	2014-04-09T18:01:05.460862
566	Arkhe	41	725067.686	2014-04-09T18:01:05.460862
567	Pignatelli	43	724543.971	2014-04-09T18:01:05.460862
568	bero1978	42	723308.882	2014-04-09T18:01:05.460862
569	tez	43	722578.991	2014-04-09T18:01:05.460862
570	anribo	43	721864.026	2014-04-09T18:01:05.460862
571	ortensia	43	720679.91	2014-04-09T18:01:05.460862
572	Tedh	39	720317.731	2014-04-09T18:01:05.460862
573	Son.sveglia.ma.non.mi.applico	42	720309.84	2014-04-09T18:01:05.460862
574	Ame9	41	719827.827	2014-04-09T18:01:05.460862
575	Cuspide83	43	718928.602	2014-04-09T18:01:05.460862
576	ubuntu	43	717038.526	2014-04-09T18:01:05.460862
577	aragusa79	41	716844.837	2014-04-09T18:01:05.460862
578	pomps74	43	716654.785	2014-04-09T18:01:05.460862
579	giuri	42	716470.126	2014-04-09T18:01:05.460862
580	maramara	43	715732.079	2014-04-09T18:01:05.460862
581	002copito	39	715194.113	2014-04-09T18:01:05.460862
582	monia1976	43	715161.208	2014-04-09T18:01:05.460862
583	Ezio_Sergio	43	715008.49	2014-04-09T18:01:05.460862
584	Benetti	43	714870.467	2014-04-09T18:01:05.460862
585	fpellegrino	43	714445.372	2014-04-09T18:01:05.460862
586	82232	43	714425.774	2014-04-09T18:01:05.460862
587	prooova	43	713857.652	2014-04-09T18:01:05.460862
588	paolaborro	43	713216.144	2014-04-09T18:01:05.460862
589	Angel_Eyes	41	713088.369	2014-04-09T18:01:05.460862
590	Oznerol.92	39	711543.975	2014-04-09T18:01:05.460862
591	Turi	39	711508.938	2014-04-09T18:01:05.460862
592	piospaos	43	710697.591	2014-04-09T18:01:05.460862
593	alebarde	40	708254.435	2014-04-09T18:01:05.460862
594	sbaraus	43	707239.758	2014-04-09T18:01:05.460862
595	colantuono	42	706799.566	2014-04-09T18:01:05.460862
596	mussee76	41	706435.218	2014-04-09T18:01:05.460862
597	dleanza	43	705987.848	2014-04-09T18:01:05.460862
598	giuly91	41	705930.751	2014-04-09T18:01:05.460862
599	anto1971	41	705819.399	2014-04-09T18:01:05.460862
600	jojojojo	41	705325.346	2014-04-09T18:01:05.460862
601	The_eagle	38	704882.236	2014-04-09T18:01:05.460862
602	patrizio.santori@inwind.it	42	704205.222	2014-04-09T18:01:05.460862
603	GraDam91	43	704104.292	2014-04-09T18:01:05.460862
604	Peppazzio76	43	703791.756	2014-04-09T18:01:05.460862
605	Fabietto86	41	703548.607	2014-04-09T18:01:05.460862
606	S.Surfer	41	703072.582	2014-04-09T18:01:05.460862
607	Kolossus	43	702009.381	2014-04-09T18:01:05.460862
608	compcomp	42	698627.507	2014-04-09T18:01:05.460862
609	contessa	43	698600.662	2014-04-09T18:01:05.460862
610	Bellicapelli	41	698590.977	2014-04-09T18:01:05.460862
611	Czzlux99	43	698341.003	2014-04-09T18:01:05.460862
612	polletta	43	695781.283	2014-04-09T18:01:05.460862
613	lomartireLorenzo	43	695694.998	2014-04-09T18:01:05.460862
614	riccardop91	39	695118.989	2014-04-09T18:01:05.460862
615	geolombar	43	694223.404	2014-04-09T18:01:05.460862
616	0ema0	43	694200.214	2014-04-09T18:01:05.460862
617	francar	43	692673.953	2014-04-09T18:01:05.460862
618	lauba	39	692419.222	2014-04-09T18:01:05.460862
619	Mario75	43	692013.577	2014-04-09T18:01:05.460862
620	carla83	43	691665.01	2014-04-09T18:01:05.460862
621	rigatone	44	691363.573	2014-04-09T18:01:05.460862
622	lazzaroni	43	690883.474	2014-04-09T18:01:05.460862
623	sparagnauzera	43	690814.839	2014-04-09T18:01:05.460862
624	C91	41	690628.844	2014-04-09T18:01:05.460862
625	lusvardi	43	688666.289	2014-04-09T18:01:05.460862
626	simpa90	43	688381.378	2014-04-09T18:01:05.460862
627	ginogino	43	688195.434	2014-04-09T18:01:05.460862
628	aki	41	685944.555	2014-04-09T18:01:05.460862
629	ShuHe	41	685679.06	2014-04-09T18:01:05.460862
630	clg01ger	43	685387.709	2014-04-09T18:01:05.460862
631	mofifra	43	684209.771	2014-04-09T18:01:05.460862
632	Manu92ct	42	684181.915	2014-04-09T18:01:05.460862
633	Pisolo	43	683884.335	2014-04-09T18:01:05.460862
634	marcriz	43	683867.349	2014-04-09T18:01:05.460862
635	sciala	43	683174.625	2014-04-09T18:01:05.460862
636	alisea	41	682454.359	2014-04-09T18:01:05.460862
637	Caffeina	43	681420.022	2014-04-09T18:01:05.460862
638	madalex	41	681282.922	2014-04-09T18:01:05.460862
639	tborgh	39	680976.499	2014-04-09T18:01:05.460862
640	Maurozoff	43	678167.812	2014-04-09T18:01:05.460862
641	sarulla	43	677460.975	2014-04-09T18:01:05.460862
642	Garutti	43	677269.895	2014-04-09T18:01:05.460862
643	Lele241	43	676706.959	2014-04-09T18:01:05.460862
644	giannipuglisi	43	676340.349	2014-04-09T18:01:05.460862
645	molok64	40	673689.614	2014-04-09T18:01:05.460862
646	talento	41	673156.737	2014-04-09T18:01:05.460862
647	Onion	37	673152.483	2014-04-09T18:01:05.460862
648	Dinos	37	673142.997	2014-04-09T18:01:05.460862
649	ilposter	43	672487.317	2014-04-09T18:01:05.460862
650	zsole19	42	671543.779	2014-04-09T18:01:05.460862
651	maria1965	43	671176.377	2014-04-09T18:01:05.460862
652	fraros92	43	667381.141	2014-04-09T18:01:05.460862
653	Mingele	42	667112.005	2014-04-09T18:01:05.460862
654	lpolin	41	666438.429	2014-04-09T18:01:05.460862
655	moni83	43	665297.035	2014-04-09T18:01:05.460862
656	opinem	41	662554.819	2014-04-09T18:01:05.460862
657	Virgili	41	661698.69	2014-04-09T18:01:05.460862
658	consy99	43	659088.372	2014-04-09T18:01:05.460862
659	mmaimeri	40	657783.782	2014-04-09T18:01:05.460862
660	guerrantonio	43	657192.866	2014-04-09T18:01:05.460862
661	delda	39	657129.746	2014-04-09T18:01:05.460862
662	theras	38	657110.776	2014-04-09T18:01:05.460862
663	fdrcrc	37	656571.973	2014-04-09T18:01:05.460862
664	CRIS65	40	656316.656	2014-04-09T18:01:05.460862
665	Philips13	43	654707.187	2014-04-09T18:01:05.460862
666	Zelda89	37	654529.207	2014-04-09T18:01:05.460862
667	cagiro99	40	654257.247	2014-04-09T18:01:05.460862
668	lauralf	43	653535.746	2014-04-09T18:01:05.460862
669	Andy1985	41	652915.782	2014-04-09T18:01:05.460862
670	palmaria	43	651900.593	2014-04-09T18:01:05.460862
671	ballerinaditango	40	651744.469	2014-04-09T18:01:05.460862
672	basket24	40	649213.007	2014-04-09T18:01:05.460862
673	loneros56	40	648574.951	2014-04-09T18:01:05.460862
674	mac	43	648142.495	2014-04-09T18:01:05.460862
675	geccko	41	648056.888	2014-04-09T18:01:05.460862
676	cesia	42	647196.306	2014-04-09T18:01:05.460862
677	Manu01	42	641435.606	2014-04-09T18:01:05.460862
678	vitalix	39	641102.67	2014-04-09T18:01:05.460862
679	rosannabit	41	638609.887	2014-04-09T18:01:05.460862
680	arracacha	41	636015.063	2014-04-09T18:01:05.460862
681	ConnectionLess	39	635322.81	2014-04-09T18:01:05.460862
682	charo80	39	634806.422	2014-04-09T18:01:05.460862
683	Marze	43	634187.62	2014-04-09T18:01:05.460862
684	alessio1995	40	634057.353	2014-04-09T18:01:05.460862
685	stefaa	41	630648.234	2014-04-09T18:01:05.460862
686	bagarospo04	43	630029.071	2014-04-09T18:01:05.460862
687	oniplow	41	624512.423	2014-04-09T18:01:05.460862
688	pasplu	43	623201.399	2014-04-09T18:01:05.460862
689	sezioneaurea	39	621666.92	2014-04-09T18:01:05.460862
690	davide.fuso	36	619631.061	2014-04-09T18:01:05.460862
691	fulvio.martella	40	618992.177	2014-04-09T18:01:05.460862
692	mantovaniraffaella	37	618466.713	2014-04-09T18:01:05.460862
693	86green	43	617231.058	2014-04-09T18:01:05.460862
694	luigidirauso	42	616188.958	2014-04-09T18:01:05.460862
695	zeno182	42	615914.879	2014-04-09T18:01:05.460862
696	Mottola	43	615160.397	2014-04-09T18:01:05.460862
697	carlocrava	36	613443.02	2014-04-09T18:01:05.460862
698	silvanagrasso	43	613403.656	2014-04-09T18:01:05.460862
699	BANDIDOECECILIA	43	609632.025	2014-04-09T18:01:05.460862
700	Eros93ct	37	606974.715	2014-04-09T18:01:05.460862
701	roberta90	38	606775.334	2014-04-09T18:01:05.460862
702	stile81	43	603356.05	2014-04-09T18:01:05.460862
703	king.carlo	43	603306.722	2014-04-09T18:01:05.460862
704	lucastic	34	603005.553	2014-04-09T18:01:05.460862
705	guirello	43	602678.894	2014-04-09T18:01:05.460862
706	mas.bio	37	600630.408	2014-04-09T18:01:05.460862
707	luana966	40	600293.98	2014-04-09T18:01:05.460862
708	tagliamax	35	599249.074	2014-04-09T18:01:05.460862
709	siguella	43	597416.407	2014-04-09T18:01:05.460862
710	MMarco94	37	595068.726	2014-04-09T18:01:05.460862
711	leosmath	38	594596.419	2014-04-09T18:01:05.460862
712	PZ82	42	593510.395	2014-04-09T18:01:05.460862
713	ilbaronetto	38	593229.354	2014-04-09T18:01:05.460862
714	Sara_80	43	591788.205	2014-04-09T18:01:05.460862
715	matematica79	43	590179.597	2014-04-09T18:01:05.460862
716	sabrina265	43	588296.604	2014-04-09T18:01:05.460862
717	gasparrini.marco@fastwebnet.it	41	587810.761	2014-04-09T18:01:05.460862
718	silva79	39	583712.883	2014-04-09T18:01:05.460862
719	masbis	41	583014.167	2014-04-09T18:01:05.460862
720	sebas	43	581281.523	2014-04-09T18:01:05.460862
721	cobretti	36	578269.372	2014-04-09T18:01:05.460862
722	costellazione	42	576130.498	2014-04-09T18:01:05.460862
723	illes	35	575443.622	2014-04-09T18:01:05.460862
724	luisa60	43	575321.101	2014-04-09T18:01:05.460862
725	angel99	39	574842.223	2014-04-09T18:01:05.460862
726	wish	35	573713.512	2014-04-09T18:01:05.460862
727	piso88	33	573379.791	2014-04-09T18:01:05.460862
728	napoletano34	43	572883.372	2014-04-09T18:01:05.460862
729	steg74	42	571680.777	2014-04-09T18:01:05.460862
730	Godzilla	35	571207.125	2014-04-09T18:01:05.460862
731	00ema	43	570153.35	2014-04-09T18:01:05.460862
732	medio70	34	569179.629	2014-04-09T18:01:05.460862
733	valmilano	34	568939.909	2014-04-09T18:01:05.460862
734	domeleo	37	568690.958	2014-04-09T18:01:05.460862
735	giuggi76	34	568674.802	2014-04-09T18:01:05.460862
736	nicoletta62	42	568559.148	2014-04-09T18:01:05.460862
737	loredana59	38	567491.728	2014-04-09T18:01:05.460862
738	peanto	43	567080.683	2014-04-09T18:01:05.460862
739	petalorosa	39	564930.901	2014-04-09T18:01:05.460862
740	Amy_	40	561366.284	2014-04-09T18:01:05.460862
741	Bimba93	42	561088.959	2014-04-09T18:01:05.460862
742	fabrix91	34	557638.501	2014-04-09T18:01:05.460862
743	eurisko	35	557462.682	2014-04-09T18:01:05.460862
744	angela maria	42	554921.425	2014-04-09T18:01:05.460862
745	scientia_potentia_est	37	553762.52	2014-04-09T18:01:05.460862
746	franci44fdm	37	551561.273	2014-04-09T18:01:05.460862
747	cipo	39	549527.691	2014-04-09T18:01:05.460862
748	Tiemme	33	548290.812	2014-04-09T18:01:05.460862
749	giovy88	34	547449.828	2014-04-09T18:01:05.460862
750	RF2007	37	546654.465	2014-04-09T18:01:05.460862
751	mastra89	35	545370.977	2014-04-09T18:01:05.460862
752	Climax65	34	539908.198	2014-04-09T18:01:05.460862
753	mtacchella88	40	538041.73	2014-04-09T18:01:05.460862
754	Mari63	40	537337.869	2014-04-09T18:01:05.460862
755	Uccio87	41	536524.816	2014-04-09T18:01:05.460862
756	BigRaf	37	535359.178	2014-04-09T18:01:05.460862
757	giuliobecca	34	535298.374	2014-04-09T18:01:05.460862
758	bepi63	43	533284.206	2014-04-09T18:01:05.460862
759	controvento	41	530013.703	2014-04-09T18:01:05.460862
760	ailerua	34	529753.117	2014-04-09T18:01:05.460862
761	cristie	32	528975.665	2014-04-09T18:01:05.460862
762	rcRC	39	527954.582	2014-04-09T18:01:05.460862
763	danipat	33	525636.593	2014-04-09T18:01:05.460862
764	lory94	41	524773.651	2014-04-09T18:01:05.460862
765	rosa.commisso	39	524687.809	2014-04-09T18:01:05.460862
766	vermicelli	33	524045.118	2014-04-09T18:01:05.460862
767	alexander07	30	523695.668	2014-04-09T18:01:05.460862
768	Chiara72	36	521980.316	2014-04-09T18:01:05.460862
769	ungiornocredi	31	521659.435	2014-04-09T18:01:05.460862
770	fvaghi	43	521002.078	2014-04-09T18:01:05.460862
771	Simo_the_Wolf	31	520884.157	2014-04-09T18:01:05.460862
772	yiwei60	32	517592.375	2014-04-09T18:01:05.460862
773	cheope1	34	517457.39	2014-04-09T18:01:05.460862
774	robi13891	36	515924.187	2014-04-09T18:01:05.460862
775	CyCop	33	514243.224	2014-04-09T18:01:05.460862
776	pravato	41	512809.936	2014-04-09T18:01:05.460862
777	bosolollo	43	512535.998	2014-04-09T18:01:05.460862
778	TheBeast	33	511305.049	2014-04-09T18:01:05.460862
779	zenit	33	511055.866	2014-04-09T18:01:05.460862
780	Carlo498	37	510909.334	2014-04-09T18:01:05.460862
781	Fram	34	508912.371	2014-04-09T18:01:05.460862
782	lsuarato	35	507539.863	2014-04-09T18:01:05.460862
783	plain86	40	507271.735	2014-04-09T18:01:05.460862
784	phep	39	504643.779	2014-04-09T18:01:05.460862
785	marg123	35	503990.861	2014-04-09T18:01:05.460862
786	wwww3	37	501124.953	2014-04-09T18:01:05.460862
787	clemtaf	31	501061.378	2014-04-09T18:01:05.460862
788	Fisico23	32	500817.197	2014-04-09T18:01:05.460862
789	dsar5771	34	493848.189	2014-04-09T18:01:05.460862
790	nicdem	33	493338.059	2014-04-09T18:01:05.460862
791	TheAle	41	492790.879	2014-04-09T18:01:05.460862
792	BlueChocoMela	42	492346.025	2014-04-09T18:01:05.460862
793	isa_bella	41	491063.738	2014-04-09T18:01:05.460862
794	Anger	35	491040.236	2014-04-09T18:01:05.460862
795	Giuly95	35	490173.326	2014-04-09T18:01:05.460862
796	mellomello	20	490167.264	2014-04-09T18:01:05.460862
797	Antonia	33	489108.266	2014-04-09T18:01:05.460862
798	sfarnedi	34	487444.066	2014-04-09T18:01:05.460862
799	nafura	37	486192.233	2014-04-09T18:01:05.460862
800	pmalinconico	30	484749.653	2014-04-09T18:01:05.460862
801	enzup	32	484076.753	2014-04-09T18:01:05.460862
802	gemini72	43	483241.689	2014-04-09T18:01:05.460862
803	mikronimo	42	476344.115	2014-04-09T18:01:05.460862
804	magò11	30	474465.506	2014-04-09T18:01:05.460862
805	csplit	32	474044.862	2014-04-09T18:01:05.460862
806	alberto_una_pietra	32	473958.077	2014-04-09T18:01:05.460862
807	Massimo1705	41	473659.243	2014-04-09T18:01:05.460862
808	Ricmor	31	471990.906	2014-04-09T18:01:05.460862
809	invalsi3	34	465758.415	2014-04-09T18:01:05.460862
810	Fedez89	37	465530.058	2014-04-09T18:01:05.460862
811	dilandau	34	464895.396	2014-04-09T18:01:05.460862
812	sara.addari@gmail.com	28	462340.214	2014-04-09T18:01:05.460862
813	NUCCIO1953	43	460636.135	2014-04-09T18:01:05.460862
814	matty92	30	460104.72	2014-04-09T18:01:05.460862
815	samu.caccia	33	459864.275	2014-04-09T18:01:05.460862
816	giocafasso	33	457583.462	2014-04-09T18:01:05.460862
817	Valdemarca	36	456501.948	2014-04-09T18:01:05.460862
818	rank_xerox58	41	456131.11	2014-04-09T18:01:05.460862
819	luca14T	42	455708.644	2014-04-09T18:01:05.460862
820	Rageh	34	454604.13	2014-04-09T18:01:05.460862
821	dome58765	43	454463.616	2014-04-09T18:01:05.460862
822	Crigna	33	453970.409	2014-04-09T18:01:05.460862
823	lorenzbarca	29	452710.547	2014-04-09T18:01:05.460862
824	sadranchk	31	451006.622	2014-04-09T18:01:05.460862
825	jfrosara	41	450488.925	2014-04-09T18:01:05.460862
826	arcobaleno	43	445200.536	2014-04-09T18:01:05.460862
827	Peter_trota	30	444502.801	2014-04-09T18:01:05.460862
828	solzimer	35	442956.116	2014-04-09T18:01:05.460862
829	doublebi	29	442421.267	2014-04-09T18:01:05.460862
830	giulia.zilioli	31	441542.54	2014-04-09T18:01:05.460862
831	Verdiana	27	441137.368	2014-04-09T18:01:05.460862
832	loremar79	29	440692.171	2014-04-09T18:01:05.460862
833	ququ	43	439966.143	2014-04-09T18:01:05.460862
834	Aster94	35	438566.403	2014-04-09T18:01:05.460862
835	runner89	43	436961.487	2014-04-09T18:01:05.460862
836	dodorido0810	29	431973.745	2014-04-09T18:01:05.460862
837	dod00	32	431619.969	2014-04-09T18:01:05.460862
838	Mar3	29	430920.362	2014-04-09T18:01:05.460862
839	albperfetti	31	430482.354	2014-04-09T18:01:05.460862
840	jo.condor	30	428300.77	2014-04-09T18:01:05.460862
841	Kolmogorov	30	427996.425	2014-04-09T18:01:05.460862
842	Andy288	37	426979.889	2014-04-09T18:01:05.460862
843	ethan86	30	423556.173	2014-04-09T18:01:05.460862
844	shark89	28	422766.514	2014-04-09T18:01:05.460862
845	DeathBrothers	35	422190.252	2014-04-09T18:01:05.460862
846	toscanafoto	28	421088.989	2014-04-09T18:01:05.460862
847	Ippaso	42	417262.337	2014-04-09T18:01:05.460862
848	piazza-d	29	416267.171	2014-04-09T18:01:05.460862
849	m.teresa	26	414991.014	2014-04-09T18:01:05.460862
850	Scaccola	34	414634.489	2014-04-09T18:01:05.460862
851	ahmar85	43	413395.861	2014-04-09T18:01:05.460862
852	troiani	38	412429.549	2014-04-09T18:01:05.460862
853	giovirota	29	411477.29	2014-04-09T18:01:05.460862
854	Mattock	27	410335.435	2014-04-09T18:01:05.460862
855	nidara	30	409349.17	2014-04-09T18:01:05.460862
856	s.forni	36	409040.743	2014-04-09T18:01:05.460862
857	MAUROS223	34	408394.271	2014-04-09T18:01:05.460862
858	U062430	33	406161.009	2014-04-09T18:01:05.460862
859	ajar	29	405858.59	2014-04-09T18:01:05.460862
860	Ania82	26	405345.842	2014-04-09T18:01:05.460862
861	didi63	27	404918.592	2014-04-09T18:01:05.460862
862	Joker7981	38	403079.849	2014-04-09T18:01:05.460862
863	abecky	31	402374.138	2014-04-09T18:01:05.460862
864	robi_ma	27	402196.405	2014-04-09T18:01:05.460862
865	Tolomeo	34	402012.982	2014-04-09T18:01:05.460862
866	vinci84	28	401296.847	2014-04-09T18:01:05.460862
867	Arch1mat	28	401233.453	2014-04-09T18:01:05.460862
